,old,new,nbDiffs_ADD,nbDiffs_DEL,nbDiffs_CHG,nbDiffs,nb_diffParam_ADD,nb_diffParam_DEL,nb_diffParam_CHG,nb_diffParam,nb_notSubst_diffParam,nb_Subst_diffParam,nb_diffSign_ADD,nb_diffSign_DEL,nb_diffSign_CHG,nb_diffSign,nb_notSubst_diffSign,nb_Subst_diffSign,nb_diffIntType_ADD,nb_diffIntType_DEL,nb_diffIntType_CHG,nb_diffIntType,nb_notSubst_diffIntType,nb_Subst_diffIntType,nb_diffInt_ADD,nb_diffInt_DEL,nb_diffInt_CHG,nb_diffInt,nb_notSubst_diffInt,nb_Subst_diffInt,nb_diffCompType_ADD,nb_diffCompType_DEL,nb_diffCompType_CHG,nb_diffCompType,nb_notSubst_diffCompType,nb_Subst_diffCompType,nb_diffCompInst_ADD,nb_diffCompInst_DEL,nb_diffCompInst_CHG,nb_diffCompInst,nb_notSubst_diffCompInst,nb_Subst_diffCompInst,nb_diffCompClass_ADD,nb_diffCompClass_DEL,nb_diffCompClass_CHG,nb_diffCompClass,nb_notSubst_diffCompClass,nb_Subst_diffCompClass,nb_diffAttr_ADD,nb_diffAttr_DEL,nb_diffAttr_CHG,nb_diffAttr,nb_notSubst_diffAttr,nb_Subst_diffAttr,nb_diffCompRole_ADD,nb_diffCompRole_DEL,nb_diffCompRole_CHG,nb_diffCompRole,nb_notSubst_diffCompRole,nb_Subst_diffCompRole,nb_diffAssm_ADD,nb_diffAssm_DEL,nb_diffAssm_CHG,nb_diffAssm,nb_notSubst_diffAssm,nb_Subst_diffAssm,nb_diffConfig_ADD,nb_diffConfig_DEL,nb_diffConfig_CHG,nb_diffConfig,nb_notSubst_diffConfig,nb_Subst_diffConfig,nb_diffSpec_ADD,nb_diffSpec_DEL,nb_diffSpec_CHG,nb_diffSpec,nb_notSubst_diffSpec,nb_Subst_diffSpec,shoulBeSubstitutable,isSubstitutable,actualIncrement,proposedIncrement,isSubjectToErosion,isSubjectToDrift
50,broadleaf-3.1.2-GA,broadleaf-3.1.3-GA,24,212,181,749,3,62,0,65,3,62,1,70,0,315,72,0,0,4,38,71,14,0,0,42,90,190,61,1,0,3,3,6,3,0,0,4,84,89,4,0,0,3,4,30,10,0,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
51,broadleaf-3.1.3-GA,broadleaf-3.1.4-GA,4,15,0,229,4,12,0,16,4,12,0,3,0,156,7,0,0,0,0,18,2,0,0,0,0,36,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,True,False,Increment.BUILD,Increment.MAJOR,True,False
52,broadleaf-3.1.4-GA,broadleaf-3.1.5-GA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.BUILD,False,False
53,broadleaf-3.1.5-GA,broadleaf-3.1.6-GA,2,34,17,474,2,6,0,8,2,6,0,8,0,336,10,0,0,3,12,47,5,0,0,15,15,94,19,0,0,1,1,2,1,0,0,1,0,1,1,0,0,1,1,28,3,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
54,broadleaf-3.1.6-GA,broadleaf-3.1.7-GA,0,5,0,491,0,3,0,3,0,3,0,2,0,376,2,0,0,0,0,40,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
55,broadleaf-3.1.7-GA,broadleaf-3.1.8-GA,0,4,0,210,0,0,0,0,0,0,0,4,0,162,4,0,0,0,0,17,4,0,0,0,0,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
56,broadleaf-3.1.8-GA,broadleaf-3.1.9-GA,1,114,49,680,1,48,0,49,1,48,0,25,0,423,26,0,0,3,24,69,5,0,0,27,37,148,27,4,0,2,2,4,2,0,0,2,4,6,2,0,0,2,4,37,4,0,0,0,0,0,0,0,0,4,2,6,4,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
57,broadleaf-3.1.9-GA,broadleaf-3.1.10-GA,2,43,52,600,1,6,0,7,1,6,1,8,0,391,9,1,0,1,21,65,4,0,0,22,39,147,24,4,0,0,0,0,0,0,0,1,4,5,1,0,0,0,5,37,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,True,False,Increment.BUILD,Increment.MAJOR,True,False
58,broadleaf-3.2.0-M1-1,broadleaf-3.2.0-M2,50,1046,537,1943,8,243,0,251,8,243,5,386,0,541,394,3,0,30,288,376,72,0,13,305,426,860,388,21,3,18,21,43,19,2,1,17,18,37,17,1,3,18,54,113,48,2,0,0,0,0,0,0,6,36,18,61,37,5,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
59,broadleaf-3.2.0-M2,broadleaf-4.0.0-BETA3,79,847,398,2213,19,232,0,251,19,232,33,297,0,934,316,16,2,9,308,403,31,0,22,297,386,877,339,20,1,4,5,10,4,1,1,4,2,10,4,1,1,4,5,116,17,1,0,0,0,0,0,0,2,8,0,11,8,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.MINOR,Increment.MAJOR,False,False
60,broadleaf-4.0.0-BETA10,broadleaf-4.0.0-BETA11,3,0,0,724,3,0,0,3,3,0,0,0,0,578,3,0,0,0,0,52,2,0,0,0,0,104,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,True
61,broadleaf-4.0.0-BETA11,broadleaf-4.0.0-BETA12,0,11,0,686,0,5,0,5,0,5,0,6,0,529,6,0,0,0,0,55,3,0,0,0,0,110,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
62,broadleaf-4.0.0-BETA12,broadleaf-4.0.0-BETA13,12,1,0,503,3,1,0,4,3,1,9,0,0,365,3,6,0,0,0,48,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
63,broadleaf-4.0.0-BETA13,broadleaf-4.0.0-BETA14,4,110,24,623,3,42,0,45,3,42,0,44,0,406,47,0,0,2,18,62,6,0,1,19,22,126,27,1,0,1,1,3,1,0,0,1,0,2,1,0,0,1,1,35,4,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
64,broadleaf-4.0.0-BETA14,broadleaf-4.0.0-BETA15,2,3,0,489,2,3,0,5,2,3,0,0,0,364,2,0,0,0,0,43,2,0,0,0,0,86,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
65,broadleaf-4.0.0-BETA15,broadleaf-4.0.0-RC1,30,89,25,876,12,33,0,45,12,33,13,34,0,621,44,6,1,3,17,77,8,0,5,16,22,155,25,4,0,1,1,2,1,0,0,2,0,2,2,0,0,1,2,46,4,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
66,broadleaf-4.0.0-BETA3,broadleaf-4.0.0-BETA4,0,1,0,178,0,1,0,1,0,1,0,0,0,139,0,0,0,0,0,13,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
67,broadleaf-4.0.0-BETA4,broadleaf-4.0.0-BETA5,2,3,0,687,2,2,0,4,2,2,0,1,0,547,3,0,0,0,0,49,2,0,0,0,0,98,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
68,broadleaf-4.0.0-BETA5,broadleaf-4.0.0-BETA6,0,1,0,178,0,1,0,1,0,1,0,0,0,139,0,0,0,0,0,13,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
69,broadleaf-4.0.0-BETA6,broadleaf-4.0.0-BETA7,0,1,0,714,0,1,0,1,0,1,0,0,0,574,0,0,0,0,0,50,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
70,broadleaf-4.0.0-BETA7,broadleaf-4.0.0-BETA8,5,393,25,1130,3,186,0,189,3,186,2,186,0,728,189,0,0,1,20,80,7,0,0,21,25,164,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
71,broadleaf-4.0.0-BETA8,broadleaf-4.0.0-BETA9,179,65,60,793,104,9,0,113,104,9,63,19,0,424,76,7,0,1,48,98,9,0,12,37,60,207,54,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
72,broadleaf-4.0.0-BETA9,broadleaf-4.0.0-BETA10,0,701,0,1007,0,234,0,234,0,234,0,467,0,618,467,0,0,0,0,52,36,0,0,0,0,104,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
73,broadleaf-4.0.0-CLIENT1-1,broadleaf-4.0.0-CLIENT2-1,3,49,30,257,1,10,0,11,1,10,0,13,0,146,14,0,0,1,21,36,4,0,1,21,27,77,27,1,0,1,1,2,1,0,1,1,0,2,1,1,0,1,2,14,3,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
74,broadleaf-4.0.0-CLIENT2-1,broadleaf-4.0.0-CLIENT3-1,50,0,27,327,11,0,0,11,11,0,13,0,0,198,8,6,1,0,20,43,2,0,21,0,25,90,3,20,1,0,1,2,0,1,1,0,0,1,0,1,1,0,1,20,1,1,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,True,False,Increment.BUILD,Increment.MAJOR,False,True
75,broadleaf-4.0.0-CLIENT3-1,broadleaf-4.0.1-GA,4,60,27,899,4,19,0,23,4,19,0,15,0,643,19,0,0,1,20,87,7,0,0,21,25,178,33,0,0,1,1,2,1,0,0,1,0,1,1,0,0,1,1,47,5,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
76,broadleaf-4.0.0-GA,broadleaf-4.0.0-PATCH1,0,53,27,874,0,14,0,14,0,14,0,13,0,640,13,0,0,1,20,82,3,0,0,21,25,168,25,0,0,1,1,2,1,0,0,1,0,1,1,0,0,1,1,44,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
77,broadleaf-4.0.0-PATCH1,broadleaf-4.0.0-PATCHSOLR1,1,2,0,361,1,2,0,3,1,2,0,0,0,289,1,0,0,0,0,24,1,0,0,0,0,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
78,broadleaf-4.0.0-PATCHSOLR1,broadleaf-4.0.0-CLIENT1-1,53,5,30,924,14,3,0,17,14,3,13,0,0,671,11,6,1,0,21,87,5,0,21,1,27,179,10,20,1,0,1,2,0,1,1,1,0,2,1,1,1,0,2,48,3,1,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,True,False,Increment.BUILD,Increment.MAJOR,False,False
79,broadleaf-4.0.0-RC1,broadleaf-4.0.0-RC2,3,31,12,227,3,8,0,11,3,8,0,8,0,146,11,0,0,2,8,24,5,0,0,10,10,48,16,0,0,1,1,2,1,0,0,1,0,1,1,0,0,1,1,14,4,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
80,broadleaf-4.0.0-RC2,broadleaf-4.0.0-RC3,9,415,115,1102,4,139,0,143,4,139,1,192,0,626,195,0,0,6,51,100,7,0,2,55,86,233,48,11,0,3,3,6,3,0,2,10,6,19,10,2,0,3,16,54,4,0,0,0,0,0,0,0,0,6,4,11,6,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
81,broadleaf-4.0.0-RC3,broadleaf-4.0.0-RC3.1,1,1,0,258,1,1,0,2,1,1,0,0,0,199,1,0,0,0,0,20,1,0,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
82,broadleaf-4.0.0-RC3.1,broadleaf-4.0.0-RC4,5,3,0,622,5,3,0,8,5,3,0,0,0,467,5,0,0,0,0,54,4,0,0,0,0,108,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
83,broadleaf-4.0.0-RC4,broadleaf-4.0.0-RC5,0,3,0,214,0,2,0,2,0,2,0,1,0,162,1,0,0,0,0,17,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
84,broadleaf-4.0.0-RC5,broadleaf-4.0.0-RC5.1,1,0,0,221,1,0,0,1,1,0,0,0,0,170,1,0,0,0,0,17,1,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,True
85,broadleaf-4.0.0-RC5.1,broadleaf-4.0.0-RC6,1,7,0,794,1,7,0,8,1,7,0,0,0,623,1,0,0,0,0,59,1,0,0,0,0,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
86,broadleaf-4.0.0-RC6,broadleaf-4.0.0-RC7,7,0,0,780,7,0,0,7,7,0,0,0,0,622,7,0,0,0,0,55,4,0,0,0,0,110,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,True
87,broadleaf-4.0.0-RC7,broadleaf-4.0.0-RC8,0,1,0,216,0,1,0,1,0,1,0,0,0,162,0,0,0,0,0,18,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
88,broadleaf-4.0.0-RC8,broadleaf-4.0.0-GA,3,3,0,797,3,3,0,6,3,3,0,0,0,641,3,0,0,0,0,55,3,0,0,0,0,110,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
89,broadleaf-4.0.1-GA,broadleaf-4.0.1-PATCH1,0,6,0,426,0,3,0,3,0,3,0,3,0,331,3,0,0,0,0,33,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
90,broadleaf-4.0.1-PATCH1,broadleaf-4.0.1-PATCH2,0,0,0,145,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,11,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
91,broadleaf-4.0.1-PATCH2,broadleaf-4.0.2-GA,2,5,3,571,2,3,0,5,2,3,0,0,0,435,2,0,0,0,1,47,2,0,0,1,2,95,5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
92,broadleaf-4.0.10-GA,broadleaf-4.0.11-GA,1,5,0,800,1,3,0,4,1,3,0,2,0,622,3,0,0,0,0,64,3,0,0,0,0,128,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
93,broadleaf-4.0.11-GA,broadleaf-4.0.12-GA,5,1,0,615,5,1,0,6,5,1,0,0,0,472,5,0,0,0,0,50,3,0,0,0,0,100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
94,broadleaf-4.0.12-GA,broadleaf-4.0.13-GA,1,1,0,223,1,1,0,2,1,1,0,0,0,177,1,0,0,0,0,15,1,0,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
95,broadleaf-4.0.13-GA,broadleaf-4.0.14-GA,3,5,0,903,3,5,0,8,3,5,0,0,0,706,3,0,0,0,0,69,3,0,0,0,0,138,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
96,broadleaf-4.0.14-GA,broadleaf-4.0.15-GA,1,22,5,377,1,11,0,12,1,11,0,6,0,291,7,0,0,1,4,27,2,0,0,5,5,54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
97,broadleaf-4.0.15-GA,broadleaf-4.0.16-GA,4,2,0,850,4,2,0,6,4,2,0,0,0,666,4,0,0,0,0,65,3,0,0,0,0,130,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
98,broadleaf-4.0.16-GA,broadleaf-4.0.17-GA,0,2,0,145,0,0,0,0,0,0,0,2,0,96,2,0,0,0,0,17,2,0,0,0,0,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
99,broadleaf-4.0.17-GA,broadleaf-4.0.18-GA,0,0,0,805,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,59,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
100,broadleaf-4.0.18-GA,broadleaf-4.0.19-GA,0,0,0,148,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,16,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
101,broadleaf-4.0.19-GA,broadleaf-4.0.20-GA,2,1,0,356,2,1,0,3,2,1,0,0,0,287,2,0,0,0,0,23,2,0,0,0,0,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
102,broadleaf-4.0.2-GA,broadleaf-4.0.3-GA,0,1,0,192,0,1,0,1,0,1,0,0,0,150,0,0,0,0,0,14,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
103,broadleaf-4.0.20-GA,broadleaf-4.0.21-PERF1,2,41,0,409,2,21,0,23,2,21,0,20,0,315,22,0,0,0,0,24,2,0,0,0,0,48,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
104,broadleaf-4.0.21-GA,broadleaf-4.0.22-PERF1,3,4,0,862,3,4,0,7,3,4,0,0,0,685,3,0,0,0,0,62,2,0,0,0,0,124,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,False,False
105,broadleaf-4.0.21-PERF1,broadleaf-4.0.21-PERF2,1,3,0,865,1,2,0,3,1,2,0,1,0,686,2,0,0,0,0,64,2,0,0,0,0,128,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,True,False,Increment.BUILD,Increment.MAJOR,True,False
106,broadleaf-4.0.21-PERF2,broadleaf-4.0.21-PERF3,0,2,0,342,0,2,0,2,0,2,0,0,0,274,0,0,0,0,0,23,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,True,True,Increment.BUILD,Increment.MINOR,False,True
